source_node,target_table,target_column,transformation_logic,confidence_score,reasoning
/Session/Data/Coverages/Coverage/IsMandatory,SILVER.COVERAGE,IS_MANDATORY,,0.9,Direct mapping of IsMandatory to IS_MANDATORY
/Session/Data/Coverages/Coverage/EffectiveDate,SILVER.COVERAGE,EFFECTIVE_DATE,,0.9,Direct mapping of EffectiveDate to EFFECTIVE_DATE
/Session/Data/Coverages/Coverage/ExpirationDate,SILVER.COVERAGE,EXPIRATION_DATE,,0.9,Direct mapping of ExpirationDate to EXPIRATION_DATE
/Session/Data/Payment/PaymentID,SILVER.PAYMENT,PAYMENT_ID,,0.9,Direct mapping from PaymentID to PAYMENT_ID
/Session/Data/Payment/PaymentType,SILVER.PAYMENT,PAYMENT_TYPE,,0.9,Direct mapping from PaymentType to PAYMENT_TYPE
/Session/Data/Payment/PaymentMethod,SILVER.PAYMENT,PAYMENT_METHOD,,0.9,Direct mapping from PaymentMethod to PAYMENT_METHOD
/Session/Data/Payment/PaymentTerm,SILVER.PAYMENT,PAYMENT_TERM,,0.9,Direct mapping from PaymentTerm to PAYMENT_TERM
/Session/Data/Payment/TotalInstallments,SILVER.PAYMENT,TOTAL_INSTALLMENTS,,0.9,Direct mapping from TotalInstallments to TOTAL_INSTALLMENTS
/Session/Data/Payment/PaymentFrequency,SILVER.PAYMENT,PAYMENT_FREQUENCY,,0.9,Direct mapping from PaymentFrequency to PAYMENT_FREQUENCY
/Session/Data/Payment/BankDetails/AccountHolderName,SILVER.PAYMENT,ACCOUNT_HOLDER_NAME,,0.9,Direct mapping from AccountHolderName to ACCOUNT_HOLDER_NAME
/Session/Data/Payment/BankDetails/CardType,SILVER.PAYMENT,CARD_TYPE,,0.9,Direct mapping from CardType to CARD_TYPE
